Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2021,11,14.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,275.566,280.051,272.762,0.466,80.2,12.175,5.976,4.412,-2.412,2563.5,0.148
2021,11,15.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,278.146,285.591,274.375,0.002,82.3,4.685,2.355,-1.551,1.2,2886.0,0.19
2021,11,16.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,280.53,291.772,274.701,0.0,78.5,8.256,4.291,-1.948,2.993,2894.1,0.308
2021,11,17.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,281.522,287.874,279.156,0.0,51.1,11.715,5.783,2.804,-3.681,963.1,0.519
2021,11,18.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,273.067,278.652,269.484,0.0,52.1,9.123,4.99,4.541,-1.594,3062.0,0.305
2021,11,19.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,272.939,280.277,267.872,0.0,60.9,8.739,4.543,-1.319,3.756,1549.2,0.29
2021,11,20.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,279.462,286.997,273.785,0.0,46.1,5.867,3.275,-0.014,2.017,2872.8,0.561
2021,11,21.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,278.258,282.359,272.938,0.787,63.7,7.625,4.097,1.061,-3.114,2906.4,0.348
2021,11,22.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,272.553,279.834,267.646,0.0,53.3,4.671,2.582,0.977,0.419,2694.3,0.314
2021,11,23.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,275.78,289.211,269.256,0.0,52.4,8.459,4.184,-0.588,4.043,2802.5,0.473
2021,11,24.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,283.999,287.304,281.043,0.0,49.4,10.033,6.313,1.215,3.89,1010.1,0.667
2021,11,25.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,270.806,279.47,266.088,0.0,56.1,12.986,7.224,2.883,-6.513,2716.4,0.235
2021,11,26.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,271.22,282.324,264.542,0.0,56.8,6.104,3.62,0.32,2.912,2640.2,0.283
2021,11,27.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,278.481,288.439,271.426,0.0,59.9,7.535,3.749,2.435,-1.161,2460.8,0.444
2021,11,28.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,275.154,280.886,268.192,0.0,67.8,5.394,2.477,1.408,-1.266,2722.2,0.277
2021,11,29.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,278.281,289.857,272.261,0.0,57.5,7.27,3.685,1.655,2.512,2609.3,0.448
2021,11,30.0,Daily,IOWA,ADAIR,19001,0.0,41.157134,-94.700629,41.27280533333333,-94.58587,279.88,286.873,273.996,0.0,64.6,4.36,1.827,0.796,-1.028,2600.7,0.403
2021,11,1.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,276.219,280.263,272.415,0.014,71.9,4.885,2.743,2.398,-0.613,1558.6,0.238
2021,11,2.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,274.459,281.978,267.038,0.0,62.2,4.518,2.389,2.133,-0.255,3079.1,0.315
2021,11,3.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,274.923,281.371,269.985,0.0,71.7,3.825,2.226,0.52,1.349,1305.3,0.224
2021,11,4.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,280.498,285.772,276.869,0.0,58.7,6.626,3.685,0.919,3.533,2482.4,0.443
2021,11,5.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,280.388,288.357,275.537,0.0,75.7,10.238,5.823,0.199,5.744,2772.6,0.316
2021,11,6.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,282.498,291.408,275.712,0.0,75.4,7.7,4.469,1.659,4.084,3138.2,0.351
2021,11,7.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,285.206,293.901,280.956,0.0,73.6,9.495,5.079,0.693,5.0,3031.4,0.454
2021,11,8.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,283.26,290.29,276.109,0.0,78.0,5.578,2.964,-0.678,-0.905,2867.4,0.319
2021,11,9.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,283.261,288.249,278.815,0.0,46.9,9.218,4.803,-2.281,-4.133,2888.0,0.684
2021,11,10.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,282.254,285.684,278.83,13.885,85.8,7.672,3.422,-2.736,1.443,213.5,0.153
2021,11,11.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,280.835,285.178,276.137,17.535,77.3,14.156,7.042,6.028,-1.587,3256.8,0.231
2021,11,12.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,274.203,278.318,272.665,0.901,82.5,18.21,9.499,8.773,-3.104,152.3,0.123
2021,11,13.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,273.158,276.419,271.63,0.029,82.6,9.779,5.858,4.078,-1.266,649.2,0.11
2021,11,14.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,275.227,279.551,272.344,0.355,80.2,12.438,6.092,4.485,-2.461,2319.5,0.145
2021,11,15.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,277.565,284.591,273.75,0.0,82.1,4.352,2.45,-1.801,0.996,2863.3,0.183
2021,11,16.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,280.072,291.522,274.013,0.0,77.5,8.717,4.448,-1.937,3.084,2801.6,0.304
2021,11,17.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,281.311,287.561,279.207,0.0,50.4,12.137,6.058,2.979,-3.949,1266.4,0.522
2021,11,18.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,272.919,278.152,269.362,0.0,51.2,9.063,5.028,4.578,-1.651,3047.5,0.305
2021,11,19.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,272.385,280.136,266.975,0.0,61.9,8.744,4.619,-1.259,3.844,1614.3,0.278
2021,11,20.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,279.535,286.774,274.16,0.0,44.9,6.294,3.481,0.087,2.004,2835.3,0.571
2021,11,21.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,278.123,282.26,272.688,0.465,59.3,7.82,4.264,1.131,-3.244,2893.8,0.381
2021,11,22.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,271.985,279.647,266.761,0.0,52.5,4.583,2.618,1.079,0.403,2585.5,0.308
2021,11,23.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,275.366,289.148,268.795,0.0,53.3,8.784,4.355,-0.393,4.252,2790.7,0.46
2021,11,24.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,283.827,286.929,280.731,0.0,48.9,10.444,6.497,1.415,3.919,894.5,0.666
2021,11,25.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,270.465,278.657,265.651,0.0,55.7,13.082,7.286,2.95,-6.56,2820.0,0.23
2021,11,26.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,270.684,281.949,263.605,0.0,58.1,6.093,3.669,0.4,2.954,2616.5,0.27
2021,11,27.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,278.155,287.761,270.863,0.003,61.5,7.374,3.844,2.586,-1.132,2444.0,0.421
2021,11,28.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,274.654,280.636,267.567,0.0,66.3,5.673,2.608,1.442,-1.341,2703.4,0.28
2021,11,29.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,278.271,290.232,271.886,0.0,57.8,7.299,3.831,1.806,2.564,2599.0,0.45
2021,11,30.0,Daily,IOWA,ADAIR,19001,1.0,41.27280533333333,-94.700629,41.38847666666667,-94.58587,279.562,286.638,273.496,0.0,62.6,4.672,1.994,0.879,-1.205,2633.6,0.418
2021,11,1.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,276.133,280.138,271.102,0.006,64.4,5.497,2.969,2.617,-0.74,2015.1,0.29
2021,11,2.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,274.457,281.671,268.046,0.0,56.5,5.58,2.769,2.454,-0.429,3437.9,0.334
2021,11,3.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,274.777,281.121,270.174,0.0,65.3,4.492,2.381,0.564,1.547,1592.2,0.257
2021,11,4.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,280.287,285.335,276.494,0.002,58.8,6.848,3.783,1.0,3.612,1997.5,0.436
2021,11,5.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,280.453,288.107,276.225,0.0,75.6,11.384,6.14,0.404,6.065,2726.8,0.312
2021,11,6.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,282.91,291.221,276.775,0.0,73.4,9.114,5.027,2.167,4.433,3302.0,0.384
2021,11,7.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,285.644,293.714,281.528,0.0,71.5,10.583,5.411,1.047,5.274,3048.7,0.489
2021,11,8.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,283.427,289.165,275.869,0.0,76.4,6.81,3.267,-0.467,-1.204,2736.8,0.33
2021,11,9.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,282.735,287.999,278.002,0.0,47.4,8.866,4.652,-2.046,-4.039,3161.4,0.663
2021,11,10.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,282.137,285.184,279.33,10.616,85.0,8.063,3.36,-2.739,1.373,66.1,0.16
2021,11,11.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,280.442,284.99,275.7,27.683,77.6,14.322,7.116,6.213,-1.686,3145.1,0.223
2021,11,12.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,273.888,278.693,272.278,1.142,83.0,18.054,9.495,8.781,-2.969,125.1,0.117
2021,11,13.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,272.822,275.856,271.318,0.032,84.6,9.953,5.888,4.07,-1.308,730.9,0.095
2021,11,14.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,274.831,279.451,271.719,0.061,79.5,12.927,6.253,4.537,-2.415,1916.6,0.146
2021,11,15.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,276.656,282.787,273.47,0.0,82.2,4.581,2.699,-2.184,0.819,2752.3,0.166
2021,11,16.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,279.682,291.647,273.326,0.0,76.2,9.514,4.605,-1.867,3.235,2836.8,0.315
2021,11,17.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,281.4,288.499,278.957,0.0,48.9,13.168,6.329,3.273,-4.113,450.2,0.539
2021,11,18.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,272.455,277.652,268.984,0.0,50.3,9.542,5.169,4.723,-1.729,3018.3,0.299
2021,11,19.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,271.838,279.886,265.506,0.0,61.9,9.374,4.722,-1.149,4.047,1565.5,0.271
2021,11,20.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,279.97,286.962,275.285,0.0,41.3,7.427,3.84,0.311,2.017,2800.8,0.622
2021,11,21.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,278.066,282.481,272.688,0.098,51.9,8.302,4.419,1.348,-3.382,2883.9,0.446
2021,11,22.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,271.714,279.397,266.636,0.0,51.8,4.888,2.657,1.233,0.432,2405.0,0.305
2021,11,23.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,276.025,288.941,269.373,0.0,50.2,10.222,4.661,-0.059,4.601,2779.1,0.484
2021,11,24.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,283.725,286.304,280.293,0.0,47.8,11.652,6.933,1.762,4.085,764.2,0.672
2021,11,25.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,269.881,277.532,264.901,0.0,56.1,13.433,7.348,3.047,-6.594,2732.6,0.218
2021,11,26.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,270.535,281.387,263.518,0.0,58.3,6.697,3.726,0.502,3.045,2529.5,0.262
2021,11,27.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,279.325,287.636,272.858,0.001,57.0,8.488,4.101,2.896,-1.007,2554.7,0.475
2021,11,28.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,274.889,280.699,267.629,0.0,61.5,6.47,2.778,1.523,-1.414,2684.0,0.313
2021,11,29.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,278.752,290.732,272.53,0.0,55.6,8.437,4.136,2.121,2.679,2590.5,0.482
2021,11,30.0,Daily,IOWA,ADAIR,19001,2.0,41.38847666666667,-94.700629,41.504148,-94.58587,280.263,286.45,273.934,0.0,60.1,5.532,2.169,0.965,-1.398,2613.8,0.452
2021,11,1.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,276.464,279.951,273.181,0.067,72.1,4.931,2.708,2.413,-0.6,1209.8,0.231
2021,11,2.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,275.183,281.915,268.788,0.0,66.3,4.054,2.274,2.131,-0.013,3340.9,0.297
2021,11,3.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,275.077,281.746,270.235,0.0,68.8,3.646,2.054,0.624,1.234,1578.9,0.251
2021,11,4.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,280.483,285.897,277.306,0.0,54.9,6.488,3.583,0.856,3.44,2300.7,0.483
2021,11,5.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,280.591,288.107,276.021,0.0,74.5,10.517,5.791,0.081,5.711,3128.0,0.327
2021,11,6.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,282.85,292.346,276.462,0.0,74.2,7.919,4.426,1.612,4.034,3097.8,0.378
2021,11,7.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,285.727,293.964,281.216,0.0,71.5,10.018,5.161,0.583,5.099,3047.9,0.499
2021,11,8.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,284.369,290.776,277.546,0.0,75.6,5.893,2.923,-0.472,-0.451,3111.7,0.371
2021,11,9.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,284.071,288.311,279.332,0.0,48.3,9.923,4.874,-2.255,-4.234,3195.3,0.696
2021,11,10.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,282.853,285.684,279.901,22.851,85.9,8.344,3.562,-2.843,1.493,339.1,0.16
2021,11,11.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,280.929,285.053,276.262,16.607,77.3,13.801,7.016,5.989,-1.496,3271.3,0.232
2021,11,12.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,274.195,278.255,272.662,0.793,82.7,18.401,9.471,8.784,-3.107,185.8,0.121
2021,11,13.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,273.189,276.782,271.755,0.04,83.7,9.86,5.804,4.125,-1.245,752.0,0.104
2021,11,14.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,275.295,279.676,272.594,0.407,81.6,12.438,6.113,4.57,-2.313,2527.3,0.135
2021,11,15.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,277.914,285.341,274.032,0.0,82.5,4.992,2.386,-1.541,1.194,2915.7,0.185
2021,11,16.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,280.486,291.584,274.451,0.0,76.6,9.462,4.403,-1.963,3.108,2862.1,0.312
2021,11,17.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,281.679,288.124,279.457,0.0,51.6,11.806,5.879,2.83,-3.644,1306.0,0.516
2021,11,18.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,272.892,278.214,268.996,0.0,53.2,9.207,5.033,4.583,-1.594,3097.2,0.296
2021,11,19.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,272.741,279.964,267.881,0.0,61.9,8.965,4.537,-1.277,3.735,1535.1,0.276
2021,11,20.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,279.722,287.024,274.545,0.0,46.4,6.677,3.491,0.111,2.077,2862.4,0.563
2021,11,21.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,278.196,282.547,272.813,0.422,63.6,7.833,4.164,1.15,-3.184,2910.7,0.348
2021,11,22.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,272.524,279.522,267.823,0.0,54.0,4.82,2.623,1.045,0.317,2679.0,0.306
2021,11,23.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,276.116,288.691,269.748,0.0,52.0,9.521,4.355,-0.502,4.244,2802.6,0.469
2021,11,24.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,283.918,286.992,281.106,0.0,50.0,10.915,6.517,1.306,4.195,1023.8,0.656
2021,11,25.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,270.691,279.782,265.588,0.0,56.0,13.22,7.297,2.979,-6.555,2788.1,0.234
2021,11,26.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,271.129,282.074,264.417,0.0,56.7,6.664,3.65,0.392,2.941,2635.1,0.28
2021,11,27.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,279.067,288.314,272.113,0.0,58.1,8.03,3.914,2.656,-1.109,2449.5,0.468
2021,11,28.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,275.055,280.949,268.442,0.0,67.6,5.615,2.62,1.536,-1.487,2726.1,0.278
2021,11,29.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,278.89,289.795,273.13,0.0,56.9,7.96,3.915,1.832,2.676,2611.3,0.463
2021,11,30.0,Daily,IOWA,ADAIR,19001,3.0,41.157134,-94.58587,41.27280533333333,-94.471111,279.896,286.888,273.871,0.0,63.4,4.776,1.864,0.866,-1.111,2640.1,0.42
2021,11,1.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,276.357,280.076,272.727,0.009,68.3,5.361,2.901,2.601,-0.701,1564.2,0.264
2021,11,2.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,274.621,281.978,268.421,0.0,58.6,5.122,2.557,2.303,-0.244,3410.6,0.338
2021,11,3.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,274.866,281.371,270.035,0.0,67.0,4.112,2.231,0.692,1.333,1192.3,0.254
2021,11,4.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,280.17,285.585,276.789,0.0,57.3,6.65,3.674,0.963,3.505,2345.0,0.449
2021,11,5.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,280.524,288.169,275.912,0.0,74.4,10.663,5.924,0.256,5.849,2953.1,0.327
2021,11,6.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,282.92,291.658,276.9,0.0,73.7,8.471,4.759,1.99,4.219,3256.0,0.375
2021,11,7.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,285.68,293.526,281.528,0.0,71.3,10.13,5.28,0.846,5.177,3060.4,0.49
2021,11,8.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,283.862,290.102,276.931,0.0,77.2,6.287,3.114,-0.449,-0.772,2857.5,0.335
2021,11,9.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,283.365,287.883,278.627,0.0,47.5,10.009,4.793,-2.091,-4.216,2919.7,0.68
2021,11,10.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,282.408,285.559,279.213,11.569,86.0,7.893,3.458,-2.765,1.409,151.4,0.153
2021,11,11.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,280.837,285.087,276.137,19.56,77.4,13.976,7.148,6.085,-1.473,3259.5,0.231
2021,11,12.0,Daily,IOWA,ADAIR,19001,4.0,41.27280533333333,-94.58587,41.38847666666667,-94.471111,274.151,278.193,272.591,1.167,82.5,18.135,9.499,8.841,-2.937,176.5,0.121
